Date,ULIMS #,Technician,System,Type,Test,Sample ID,Comments,RoomTemp,RoomHum,ChamberTemp,ChamberHum,Channel,IL_850,IL_1300,IL_1310,IL_1490,IL_1550,IL_1625,RL1_850,RL1_1300,RL1_1310,RL1_1490,RL1_1550,RL1_1625,RL2_850,RL2_1300,RL2_1310,RL2_1490,RL2_1550,RL2_1625,Loc1_850,Loc1_1300,Loc1_1310,Loc1_1490,Loc1_1550,Loc1_1625,Loc2_850,Loc2_1300,Loc2_1310,Loc2_1490,Loc2_1550,Loc2_1625,EOF_850,EOF_1300,EOF_1310,EOF_1490,EOF_1550,EOF_1625,
11/25/2019 1:01:24 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.783,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:01:40 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.557,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:01:56 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.619,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:02:12 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.565,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:02:28 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.831,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:02:44 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.005,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:03:00 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.994,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:03:16 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.715,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:03:32 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.272,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:03:48 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.698,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:04:04 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.606,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:04:20 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.294,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:04:36 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.374,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:04:52 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.791,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:05:08 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.724,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:05:24 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.406,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:05:40 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.712,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:05:56 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.538,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:06:12 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.406,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:06:28 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.435,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:06:44 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.521,,,,,,,,,,,,7.41,,,,,,,,,,,,7.47,,,,
11/25/2019 1:07:00 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.374,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:07:16 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.691,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:07:32 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.503,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:07:48 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.412,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:08:04 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.54,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:08:20 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.769,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:08:36 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.723,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:08:52 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.784,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:09:08 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.662,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:09:24 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.585,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:09:40 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.326,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:09:56 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.713,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:10:12 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.247,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:10:28 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.698,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:10:44 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.536,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:11:00 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.111,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:11:16 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.215,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:11:32 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.672,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:11:48 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.315,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:12:04 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.361,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:12:20 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.456,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:12:36 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.806,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:12:52 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.445,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:13:08 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.58,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:13:24 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.352,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:13:40 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.876,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:13:56 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.281,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:14:12 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.604,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:14:28 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.416,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:14:44 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.335,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:15:00 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.706,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:15:16 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.433,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:15:32 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.578,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:15:48 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.889,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:16:04 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.367,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:16:20 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.565,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:16:36 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.319,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:16:52 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.344,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:17:08 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.682,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:17:24 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.758,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:17:40 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.931,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:17:56 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.811,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:18:12 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.661,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:18:28 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.627,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:18:44 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.286,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:19:00 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.372,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:19:16 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.647,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:19:32 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.746,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:19:48 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.284,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:20:04 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.571,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:20:20 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.196,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:20:36 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,71.052,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:20:52 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.6,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:21:08 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.617,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:21:24 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.598,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:21:40 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.808,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:21:56 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.393,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:22:12 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.551,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:22:28 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.51,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:22:44 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.699,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:23:00 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.59,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:23:16 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.464,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:23:32 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.602,,,,,,,,,,,,7.41,,,,,,,,,,,,7.47,,,,
11/25/2019 1:23:48 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.54,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:24:04 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.701,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:24:20 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.471,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:24:36 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.626,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:24:52 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.543,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:25:08 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.64,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:25:24 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,71.163,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:25:40 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,71,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:25:56 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.608,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:26:12 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.98,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:26:28 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.357,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:26:44 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.666,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:27:00 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.905,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:27:16 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.428,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:27:32 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.689,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:27:48 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.57,,,,,,,,,,,,7.41,,,,,,,,,,,,7.47,,,,
11/25/2019 1:28:04 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.632,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:28:20 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.374,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:28:36 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.343,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:28:52 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.451,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:29:08 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.54,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:29:24 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.619,,,,,,,,,,,,7.41,,,,,,,,,,,,7.39,,,,
11/25/2019 1:29:40 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.228,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:29:56 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.83,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:30:12 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.611,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:30:28 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.433,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
11/25/2019 1:30:44 PM,50062,"Seifert, Tom",S1,Initial,,,,23,23,,,1,,,,,,,,,70.471,,,,,,,,,,,,7.41,,,,,,,,,,,,7.43,,,,
